source	target	component	layer	head	restoration_mean	restoration_std	n_cells
GATA3	GATA3	mlp	0		-1.5728684355839997	1.9458227588400112	3
GATA3	GATA3	mlp	1		-0.49358185047839714	0.19396970633425756	3
GATA3	GATA3	mlp	2		-1.345402276164369	0.8307434243083945	3
GATA3	GATA3	mlp	3		-0.6224404894947617	1.3027287996838812	3
GATA3	GATA3	mlp	4		1.2400243649978615	2.337723096308458	3
GATA3	GATA3	mlp	5		1.3725202384217168	2.1103008617887005	3
GATA3	GATA3	mlp	6		-0.24194525237825154	0.8573238286418895	3
GATA3	GATA3	mlp	7		1.619349891432817	1.3878602327133778	3
GATA3	GATA3	mlp	8		1.3671549427064804	1.3957478366232743	3
GATA3	GATA3	mlp	9		1.5563327727068967	2.290898695524627	3
GATA3	GATA3	mlp	10		0.7323620766580874	1.1639706761269892	3
GATA3	GATA3	mlp	11		0.927751452824389	1.4263172802079562	3
